,Date,Time,Category,Sub-Category,Headline,Entire_News,Author,News_Link
56,"March 24, 2022",14:55 IST,business,industry,"IBM expands STEM for Girls programme in Nagaland; to benefit 12,000 students in 250 schools"," Bengaluru IBM on Thursday entered into a collaboration with the Department of School Education Nagaland to introduce the IBM STEM (science, technology, engineering and mathematics) programme for girls in over 250 secondary and higher secondary schools across 15 districts in the State. The programme would help enable over 12,000 girls studying between 8th and 10th grade with access to digital fluency, coding skills training, 21st-century skills, including life and career skills, IBM said in a statement. The collaboration is part of a three-year programme between IBM and Nagaland State Government, with the QUEST Alliance and YouthNet as an implementation partner, to increase the participation of girl children and women in STEM careers. The programme will also aim to empower nearly 1,400 teachers in the participating schools to engage and train students on computational thinking, STEM, and agency development for girls. Educators will use IBM SkillsBuild (skillsbuild.org), a programme that includes online coursework and tools to engage with students, as per IBM. Kevileno Angami, Special Secretary, Government of Nagaland, “ The IBM STEM for Girls programme will help young learners become problem solvers. We hope that in the days to come, our children become job creators, and we nurture citizens who will be able to solve problems and think out of the box.’‘ Sandip Patel, Managing Director, IBM India said, “With the expansion of our STEM for Girls program in Nagaland, we have increased our footprint to 12 states across India. This is a part of IBM’s ground-breaking commitment to provide 30 million people of all ages worldwide with new skills needed for the jobs of tomorrow by 2030.’‘",author not available,https://www.thehindu.com/business/ibm-expands-stem-for-girls-programme-in-nagaland-to-benefit-12000-students-in-250-schools/article65255100.ece
57,"March 24, 2022",14:47 IST,business,industry,SEBI refuses to disclose NSE inspection reports under RTI,"  The Securities and Exchange Board of India has refused to disclose under the RTI Act its inspection reports since 2013 related to functioning of the National Stock Exchange which is mired in controversy resulting from the market regulator’s damning report on alleged irregularities in the functioning of the bourse’s former chiefs. Denying the information, SEBI responded to RTI activist Subhash Agrawal that the information sought by him pertains to its internal functioning, and disclosure of which may hamper decision making in its supervisory and regulatory role. Using the Right to Information (RTI) Act, Mr. Agrawal had sought from the SEBI copies of its complete inspection reports in respect to the National Stock Exchange (NSE) from 2013 till date. He told PTI over email, “It was mentioned in the RTI application that the Supreme Court of India considered inspection reports prepared by the Reserve Bank of India (RBI) in respect of banks (private or public sector) under the RTI Act.” “With RBI being the regulatory body in respect of banks, SEBI being regulatory public authority in respect of the NSE is bound to provide inspection reports in respect of the NSE under provisions of the RTI Act. I had also requested for web-link, if any, having such information, and file-notings on movement of this RTI application,” Mr. Agrawal said. Taking cover under Section 8(1)(d) of the RTI Act, SEBI said information sought includes commercial confidential information of other entities, the disclosure of which could harm its competitive position. “In view of the above, the information sought is exempt under section 8(1) (d) of the RTI Act, 2005. However, information about any enforcement action taken by SEBI, is available in the public domain on the SEBI’s website: www.sebi.gov.in under the head ‘Enforcement’,” it said. SEBI on February 11 had charged the NSE’s former chief executive officer (CEO) and managing director (MD) Chitra Ramkrishna and others with alleged governance lapses in the appointment of Anand Subramanian as the chief strategic advisor and his re-designation as group operating officer and advisor to the MD. Ms. Ramkrishna had told the regulator that a formless mysterious “Yogi” was guiding her over emails in taking the decisions. The Central Bureau of Investigation (CBI) which expanded its probe in the co-location scam, after the SEBI report surfaced, has arrested both of them and told the court that the ‘Yogi’ is understood to be Mr. Subramanian who was alleged beneficiary of her decisions. The agency, meanwhile, is focusing on retrieving email exchanges between Ms. Ramkrishna and rigyajursama@outlook.com. Ms. Ramkrishna, who succeeded former CEO Ravi Narain in 2013, had appointed Mr. Subramanian as her advisor who was later elevated as group operating officer (GOO) at a fat pay cheque of ₹4.21 crore annually. Mr. Subramanian’s controversial appointment and subsequent elevation, besides crucial decisions, were guided by the unidentified person who Ms. Ramkrishna claimed was the ‘Yogi’ dwelling in the Himalayas, a probe into her email exchanges during the SEBI-ordered audit had showed.",PTI,https://www.thehindu.com/business/Industry/sebi-refuses-to-disclose-nse-inspection-reports-under-rti/article65255117.ece
58,"March 24, 2022",13:01 IST,business,industry,NSE co-location scam: Court dismisses bail plea by former GOO Anand Subramanian,"  A Delhi court on March 24 dismissed the bail application by National Stock Exchange’s (NSE’s) former group operating officer (GOO) Anand Subramanian in the co-location scam case. Special Judge Sanjeev Aggarwal passed the order after hearing counsels for the CBI and Mr. Subramanian, who is presently in judicial custody. The former GOO was arrested by the CBI on February 24 and was remanded to custodial interrogation. He was sent to 14-day judicial custody on March 9. The CBI counsel said Mr. Subramanian, who impersonated as the “Himalayan Yogi” to influence NSE’s former MD and CEO Chitra Ramkrishna and remained evasive during interrogation, was a flight risk and should not be granted bail. Mr. Subramanian’s lawyer had sought his release on bail on the ground that he was not named in the FIR, he had no role in the NSE co-location facility while specifically denying the allegation that he was the “Himalayan Yogi” who allegedly influenced Ms. Ramkrishna’s decision making. On March 9, the court had pulled up the CBI for the tardy investigation in the case, saying that the magnitude of the case “will be big” and the reputation of the country was at stake. FIR in the NSE co-location scam was registered in 2018 for the alleged commission of offences under sections 204 (destruction of document or electronic evidence) and 120B (conspiracy) of the Indian Penal Code as well as the violation of the provisions of the Information Technology Act and Prevention of Corruption Act. In the co-location facility offered by the NSE, brokers could place their servers within the stock exchange premises giving them faster access to the markets. It is alleged by the investigating agency that some brokers in connivance with insiders abused the algorithm and the co-location facility to make windfall profits. The CBI has also arrested Ms. Ramkrishna in the case. The CBI had alleged that Ms. Ramkrishna, with Mr. Subramanian, abused her official position as the MD of NSE and got him appointed as her Chief Strategic Advisor/Consultant by creating this post of Chief Strategic Advisor to accommodate and appoint him bypassing the prescribed due procedures at NSE.",PTI,https://www.thehindu.com/business/Industry/nse-co-location-scam-court-dismisses-bail-plea-by-former-goo-anand-subramanian/article65254935.ece
59,"March 24, 2022",12:30 IST,business,industry,"Invesco drops plan to shake up India's Zee, citing Sony merger plan"," U.S. investment firm Invesco decided on Thursday against pushing India's Zee Entertainment to shake up its top management, citing its support for a planned merger of Zee with the local unit of Japan's Sony Group. The news sent Zee shares soaring more than 16% in a subdued stock market. Invesco, which owns nearly 18% of Zee, has for months pursued a legal battle against the Indian firm to call for a shareholder meeting to oust its chief executive officer and appoint new independent board members over alleged corporate governance issues. Denying any wrongdoing, Zee had pushed back on any such meeting, sparking the battle. Though Invesco recently won an Indian court order allowing it to call such a shareholder meeting, the U.S. firm has now decided to not pursue the matter, citing the merger. ""Following the merger's consummation, the board of the newly combined company will be substantially reconstituted, which will achieve our objective of strengthening board oversight of the company,"" Invesco said in a statement. The U.S. firm said it would continue to monitor the proposed merger's progress, and if it fails, it could again request a shareholder meeting at Zee. Zee and Sony did not immediately respond to requests for comment from Reuters.",Reuters,https://www.thehindu.com/business/Industry/invesco-drops-plan-to-shake-up-indias-zee-citing-sony-merger-plan/article65254879.ece
60,"March 23, 2022",19:33 IST,business,industry,PLI scheme to account for 13-15% of capex in key sectors over 3-4 years: Crisil," The Production Linked Incentive (PLI) scheme will account for 13-15% of the average annual investment spending in key industrial sectors over the next three-four years, according to a report by Crisil. Since its introduction in March 2020, the PLI scheme has been announced for 15 sectors, involving government incentives to the tune of ₹1.93 lakh crore. Of this, 50-60% is to be spent on sectors with domestic manufacturing and export focus, and the rest on import localisation. ""Implementation of the Production Linked Incentive (PLI) scheme will lead to a potential capital expenditure (capex) of ₹2.5-3 lakh crore over the scheme period and will account for 13-15% of average annual investment spending in key industrial sectors over the next 3-4 years,” the rating agency said in a report released on Wednesday. PLI is now poised for a rapid on-the-ground execution, with almost 60% of the capex already approved and major spending set to occur over FY23-FY26. The capex has been approved for 10 sectors, it said. While the capex in mobile, pharma and telecom sectors has already kicked off, that in capital-intensive sectors such as automobile and solar photovoltaics — which form 70% of the committed investment — will kick off from April 2022, the agency said. The scheme has received interest from more than 900 players across sectors, of which about 350 have got approval so far. Crisil Director Hetal Gandhi said PLI would spur green investments in India, with around 55% of the scheme expected to be green, in sectors such as electric vehicles/fuel cell electric vehicles, and solar photovoltaics. The report said that along with supply-chain integration, PLI will aid exports too. Of the 15 sectors, nine have export potential ranging from 20$ to 80% of the incremental revenue generated, the agency said, adding that this, in turn, could create an annual export potential of ₹2 lakh crore or 6% of the total exports of calendar year 2021. Sectors that could benefit from exports include mobiles, pharma, food processing, IT hardware, white goods and specialty steel, the agency said.",author not available,https://www.thehindu.com/business/pli-scheme-to-account-for-13-15-of-capex-in-key-sectors-over-3-4-years-crisil/article65252831.ece
61,"March 23, 2022",19:16 IST,business,industry,HDFC sanctions over ₹2 lakh crore retail home loans in FY22,"  HDFC Ltd. said it has approved retail home loans worth more than ₹ 2 lakh crore between April 1, 2021 and March 21, 2022, the highest ever in a financial year.  The demand for these loans have been from across the country, it said. “In over four-and-half decades, I have not seen a better time for the housing sector than now due to lower interest rates, stable property prices, government’s thrust on affordable housing, improved affordability, favorable demographics, increasing urbanisation and rising aspirations,” said Renu Sud Karnad, MD.  “The government’s thrust on housing is a recognition that a rapidly growing country like India with a large young population needs more houses at affordable price points which would enable more households to become homeowners,” she said. Ms. Sud said the Credit Linked Subsidy Scheme (CLSS) schemes under the Pradhan Mantri Awas Yojana (PMAY) have helped immensely to move towards the goal of “Housing for All.”  “The residential real-estate segment will continue to see strong traction going forward as the demand for housing is not just pent-up demand but it is a structural one,” she said. Emphasising that the demand for housing continues to be from first-time homeowners as well as those moving up the property ladder – generally into larger homes, she said healthy demand has been seen across metros and non-metros for both affordable as well as high-end markets.  “The sweet spot for housing is still in the price range of ₹50 lakh to ₹ 1 crore,” she said. Affordable housing will continue to be the driving force behind the real estate sector in India, HDFC said. HDFC continues to have the largest number of home loan customers of more than 2.7 lakhs who have availed benefits under the CLSS.  As at December 31, 2021, cumulative loans disbursed by the Corporation under CLSS stood at ₹ ­­­45,914 crore and the cumulative subsidy amount stood at ₹ 6,264 crore. For the nine months ended December 31, 2021, 30% of home loans approved in volume terms and 13% in value terms have been to customers from the economically weaker section (EWS) and low income groups (LIG), the mortgage lender said.",Special Correspondent ,https://www.thehindu.com/business/Industry/hdfc-sanctions-over-2-lakh-cr-retail-home-loans-in-fy22/article65252564.ece
62,"March 23, 2022",19:01 IST,business,industry,Cotton season to close with comfortable stock," The Committee on Cotton Production and Consumption has estimated the current cotton season (October 2021 to September 2022) to close with a stock of 45.46 lakh bales.  At a meeting held on Wednesday, the Committee estimated the total consumption by textile mills to be 329 lakh bales, including 305 lakh bales by non-SSI mills, and exports at 40 lakh bales. The production is expected to be about 340 lakh bales. As against a total supply of 430.46 lakh bales (including opening stock and imports), the demand is likely to be 385 lakh bales.  Atul S. Ganatra, president of Cotton Association of India , said  with cotton prices reigning high, spinning mills are making losses and many in the South have decided to close the mills for two days a week.  However, Ravi Sam, chairman of Southern India Mills’ Association, urged the government to revisit the estimates as consumption by non-SSI textile mills will be higher at 325 lakh bales. He contended that with high demand, the mills are operating at full capacity and cannot afford to stop or slowdown. Similarly, exports are likely to be higher as already more than 26 lakh bales have been shipped this season. “After the Committee’s meeting, cotton prices are said to have increased by ₹3,000 a candy. Even at this price, the mills are not getting cotton. Farmers have already sold the cotton with them. Hence, the government should immediately permit duty-free cotton of about 40 lakh bales,” he said. ",The Hindu Bureau,https://www.thehindu.com/business/Industry/cotton-season-to-close-with-comfortable-stock/article65252463.ece
63,"March 23, 2022",16:28 IST,business,industry,"GE Healthcare forms Intercontinental, a new business region worth $3 billion"," Bengaluru: GE Healthcare, medical technology and diagnostics innovator, has announced the formation of a new Intercontinental Region.  The Intercontinental region is nearly a $3 billion business unit with 10,000 employees, covering over 60 countries across Latin America, India & South Asia, Japan, Korea, Southeast Asia, Australia and New Zealand, said the company in a statement on March 23. Wipro GE Healthcare, a Joint Venture (JV) between General Electric Company USA and Wipro Enterprises Limited, India, also inducted Elie Chaillot, President and CEO, GE Healthcare Intercontinental, to its Board of Directors.  Azim Premji, Chairman, Wipro GE Healthcare and Chairman, Wipro Enterprises said, “There is a growing need to improve access to medical technology and precision medicine across India. Elie brings with him deep commercial and global leadership experience and we are delighted to have him on the board of directors.’‘ Mr. Chaillot has two decades of experience in the Healthcare industry. For GE Healthcare, he has led teams in Europe, Russia and the Middle East to Africa and Japan. Prior to this, he was Vice-President & CEO of GE Healthcare’s Services division for Europe, Middle East & Africa (EMEA), responsible for the development and execution of the life-cycle business and operations across more than 100 countries. “India is a high priority, growth market for GE Healthcare, with the potential to become a manufacturing and technology hub for the world,” said Mr. Chaillot. The company also announced the appointment of Shishir Gupta, as the Head of Growth and Strategic Initiatives for South Asia.  Earlier, he led Molecular Diagnostics business unit across South Asia for Roche Diagnostics. He will be reporting to Shravan Subramanyam, Managing Director, Wipro GE Healthcare and will be responsible for driving growth opportunities across South Asia, as per the release.",The Hindu Bureau,https://www.thehindu.com/business/Industry/wipro-ge-healthcare-forms-intercontinental-a-new-business-region-worth-3-billion/article65252088.ece
64,"March 23, 2022",16:03 IST,business,industry,Domestic air passengers will surpass pre-pandemic levels by 2023-2024: Scindia," Domestic passenger numbers would exceed the pre-pandemic levels by 2023-2024, Minister for Civil Aviation Jyotiraditya Scindia said in the Lok Sabha. ""Pre-COVID-19, there was a passenger throughput of 35 crore, which fell by 66% to 11.5 crore. In 2023-2024, we will bring this figure to 40 crore passengers,"" he stated. In order to achieve this, the government would focus on ""inclusion, access and affordability"".  To illustrate this point, the Minister drew a comparison between air travellers and train passengers of first AC and second AC classes. He said while there were 14.5 crore air travellers, those travelling in first and second AC classes were at 18.5 crore. But the compound annual growth rate of aviation was at 11%, while that of railways was 5.6%. ""This shows that today this service [air travel] is a common man's demand,"" he noted. Mr. Scindia defended the recent privatisation of six airports. He said that while the estimated profitability of the Airports Authority of India every year from the six airports was ₹550 crore, the rates at which they have been leased out would ensure that it got ₹904 crore a year- an increase of 64%. The Minister pointed out that privatisation was also carried out under previous governments and between 2004 and 2009 ₹8.5 crore of privatisation was done and between 2009-2014 assets worth ₹1.05 lakh crore were privatised. Under the Udan scheme, the government had revived 66 airports and launched over 400 routes, and since its launch in 2017, a total of 1.7 lakh flights had ferried 91 lakh passengers and led to a growth of 5% at non-metro airports. ",Jagriti Chandra,https://www.thehindu.com/news/national/domestic-air-passengers-will-surpass-pre-pandemic-levels-by-2023-2024-scindia/article65252026.ece
65,"March 22, 2022",21:16 IST,business,industry,Government increases minimum support price for jute," The Cabinet Committee on Economic Affairs on Tuesday approved the Minimum Support Price (MSP) for raw jute for the 2022-2023 season.  According to an official release, the MSP of raw jute (TDN 3 equivalent to TD 5 grade) has been fixed at ₹4,750 a quintal for 2022-2023 season, which is ₹250 higher than the previous season. “This would ensure a return of 60.53 % over All India weighted average cost of production,” it said.  The announced price is in line with the principle of fixing the MSP at a level of at least 1.5 times of the all-India weighted average cost of production as announced by the government in the 2018-2019 Budget and is based on the recommendations of the Commission for Agricultural Costs and Prices. It assures a minimum of 50% as margin of profit, the release said. The Jute Corporation of India (JCI) will continue as the central government nodal agency to undertake the price support operation. In case of any losses in the operation, they would be fully reimbursed by the central government.",The Hindu Bureau,https://www.thehindu.com/business/Economy/government-increases-minimum-support-price-for-jute/article65249293.ece
66,"March 22, 2022",20:39 IST,business,industry,"Domestic solar equipment makers flag low capacity utilisation, seek government intervention"," The All India Solar Industries Association (AISIA) has urged the government to intervene amid concerns that solar equipment manufacturing units were operating at 30% capacity due to massive imports by traders from China. In a letter to Power Minister R.K. Singh, the representative association for domestic solar equipment makers said: “Having been hopeful of revival for the last decade and survived strong headwinds, we are passing through even more difficult times where our survival is at stake and without a robust local “Make in India” solar manufacturing, the security of India’s energy sector is in peril.” “For domestic manufacturing to gain foothold and establish itself, it is imperative that there are structural safeguards and tariff-based barriers besides production incentives for 4-5 years before these are tapered off gradually,” it said. Emphasising that domestic manufacturers were running their plants at 30% capacities and incurring huge losses, it added: “We request and pray for immediate and urgent intervention to thwart any such nefarious moves from those interested in dumping Chinese imports, leading to grave consequences, including most units turning to NPA and some may even nosedive to bankruptcy.” It has urged that the schedule of implementation of revised Approved List of Models & Manufacturers (ALMM) order from 1 April 2022 be retained without change. The association said imports since April 2021 had been consistently above 800 MW per month. “The cumulative imports for 11 months till February 2022 is 16 GW, which is much more than the rate of deployment and total installation of 10 GW clearly indicating huge stockpiling and speculative activities,” it added. “From September 2021 to February 2022, 11.93 GW of module imports clearly shows that Developers and Traders want to sabotage domestic manufacturing. 3.21 GW import in February amplifies the plight of domestic manufacturers,” it said. It pointed out the Indian Solar Equipment Manufacturing industry had been reeling under an onslaught from Chinese imports, resulting in several units closing down and getting into liquidation, with survivors being mostly on the brink. “Today, at stake are 200,000 jobs and 125 solar manufacturing units becoming NPAs dealing a body blow to the security of India’s energy sector,” the association said.",The Hindu Bureau,https://www.thehindu.com/business/Industry/domestic-solar-equipment-makers-flag-low-capacity-utilisation-seek-govt-intervention/article65249907.ece
67,"March 22, 2022",20:05 IST,business,industry,Govt. extends applicability of New Investment Policy-2012 for HURL's 3 fertiliser plants," The government on Tuesday approved the extension of applicability of the 'New Investment Policy-2012' for three upcoming units of Hindustan Urvarak & Rasayan Ltd. (HURL) at Gorakhpur, Sindri and Barauni. The government had announced the New Investment Policy (NIP) - 2012 in January, 2013 and its amendment in October, 2014 to facilitate fresh investment in the urea sector and to make India self-sufficient. ""The Cabinet Committee on Economic Affairs, chaired by Prime Minister Narendra Modi, has given approval for the proposal of the Department of Fertilisers for extension of applicability of New Investment Policy (NIP)-2012"" for these three units of HURL, an official statement said. HURL, incorporated in June, 2016, is a joint venture of Coal India, NTPC and Indian Oil Corporation. It is reviving the erstwhile Gorakhpur and Sindri Units of FCIL and Barauni Unit of GFCL by setting up new gas-based urea plants with an installed capacity of 12.7 lakh tonnes per annum each. The cost of the three HURL urea projects is ₹25,120 crore. GAIL is supplying natural gas to these three units. The commissioning of the three units will add 38.1 lakh tonnes per annum urea production in the country. The project will not only improve the availability of fertiliser to farmers but also give a boost to the economy in the region including development of infrastructure such as roads, railways, ancillary industry etc. besides ensuring food security to the nation. These three facilities aim to meet the demand for urea in seven states -- Uttar Pradesh, Bihar, Jharkhand, Chhattisgarh, Madhya Pradesh, West Bengal and Odisha. All three HURL units have various unique features like blast-proof control room equipped with DCS (distributed control system), ESD (emergency shutdown system) and environment monitoring systems. There is no offsite waste water disposal in these plants. HURL-Gorakhpur unit has India’s first air-operated bullet-proof rubber dam of 65 metres length and 2 metres height.",author not available,https://www.thehindu.com/business/Economy/govt-extends-applicability-of-new-investment-policy-2012-for-hurls-3-fertiliser-plants/article65249768.ece
68,"March 22, 2022",19:45 IST,business,industry,Tata Motors to raise commercial vehicle prices by 2-2.5%," Tata Motors Ltd. said it would increase prices of its commercial vehicles in the range of 2-2.5% effective April 1. “The increase in the prices of commodities such as steel, aluminium and other precious metals, in addition to higher costs of other raw materials, has incited this price hike of commercial vehicles,” the company said in a statement. The company said while it had initiated actions to absorb a significant portion of the increased costs, at various levels of manufacturing, “the steep rise in overall input costs makes it imperative to pass on some residual proportion via a minimised price hike.”",author not available,https://www.thehindu.com/business/tata-motors-to-raise-commercial-vehicle-prices-by-2-25/article65249003.ece
69,"March 22, 2022",19:13 IST,business,industry,Discoms owed ₹1 lakh crore to power generating firms till February: Power Minister," Power distribution utilities outstanding dues stood at ₹1 lakh crore at the end of February this year, Parliament was informed on Tuesday. ""As per data provided by the power sector generating companies, on the PRAAPTI Portal, at the end of February 2022, a total amount of ₹1,00,931 crores is due from the DISCOMs,"" Power Minister R. K. Singh said in a written reply to the Rajya Sabha. According to the reply, this overdue amount does not include the disputed amount. The outstanding amount of the discoms (power distribution companies) becomes overdue after 45 days of raising the bill for supply of power by gencos. The Minister explained that the government has made several interventions to improve financial and operational efficiencies of discoms linked to reform measures, including Liquidity Infusion Scheme (LIS); additional borrowing of 0.5% of GSDP to states linked to power sector reforms; introducing additional prudential norms for lending by Power Finance Corporation (PFC) and REC based on the performance of utilities; and Revamped Distribution Sector Scheme (RDSS). Further, the government had also issued an order dated June 28, 2019, enforcing opening and maintaining of adequate Letter of Credit (LC) as payment security mechanism under power purchase agreement (PPA) by distribution licensees. The order mandates NLDC (National Load Dispatch Centre) and RLDC (regional load dispatch centres) to dispatch power only after it is intimated by GENCO and discom confirming the opening of LC. These reform measures will improve the financial health of discoms, which will improve the liquidity situation leading to a reduction in outstanding dues to power generating companies (GENCOS), Mr. Singh stated. The Minister also informed the House that as per projections of the Central Electricity Authority, the share of coal-based thermal power generation capacity in the year 2030 would be about 32% in the energy mix as against the present share of 52%. In another reply, Mr. Singh said that 36.79 crore LED bulbs were distributed till March 16, 2022, which resulted in energy saving of 47,784 million units of electricity per annum, peak demand reduction of 9,566 MW and 38.70 million tonnes of CO2 emission reduction annually. The EESL has installed over 1.23 crore (as of March 16, 2022) LED street lights in ULBs (urban local bodies) and gram panchayats across India, which has resulted in energy saving of 8,516.7 million units of electricity per annum, peak demand reduction of 1,419.45 MW and 5.87 million tonnes of CO2 emission reduction annually, he added.",PTI,https://www.thehindu.com/business/Industry/discoms-owed-1-lakh-cr-to-power-generating-firms-till-feb-power-minister/article65249467.ece
70,"March 22, 2022",16:46 IST,business,industry,"Nissan India rolls out 50,000th unit of the Magnite"," :  Nissan India on Tuesday said that it has rolled out 50,000th unit of its Sport Utility Vehicle (SUV) Magnite from the Chennai plant of Renault Nissan Automotive India Pvt Ltd (RNAIPL) alliance. Terming Magnite as a game changer, Rakesh Srivastava, MD, Nissan Motor India, said in a statement that the company had received over 100,000 customer bookings in domestic & export markets, “We have been able to achieve the 50,000th Magnite milestone in less than 15 months despite head winds from Covid and the semi-conductor crisis. Our employees and supplier partners have contributed immensely with innovative strategies to overcome this crisis,” said Biju Balendran, MD & CEO, RNAIPL. Magnite was the first global product to be launched under the Nissan NEXT transformation plan. Since its launch, 50,000 Magnites have been produced in Chennai, despite the challenges of the Covid-19 pandemic and ongoing semiconductor shortage. Following the introduction of Magnite in South Africa and Indonesia last year, the SUV is also available in Nepal, Bhutan, Bangladesh, Sri Lanka, Brunei, Uganda, Kenya, Seychelles, Mozambique, Zambia, Mauritius, Tanzania and Malawi.",N Anand,https://www.thehindu.com/business/Industry/nissan-india-rolls-out-50000th-unit-of-the-magnite/article65248849.ece
71,"March 22, 2022",02:07 IST,business,industry,Switch Mobility to build advanced manufacturing facility in Spain,"  Electric bus and light commercial vehicle company Switch Mobility Ltd. has announced its entry into continental Europe with a new advanced manufacturing facility in Valladolid, Spain. Chairman Dheeraj Hinduja laid the foundation for the upcoming unit. “We have established presence in the U.K., India, and now continental Europe. We have an order book of more than 500 electric buses and have covered more than 50 million kilometres with our current electric products. Beginning the development of our site in Spain is a key milestone in our global growth strategy,” Andy Palmer, vice chairman & CEO, said in a statement. Construction on the 35-acre site is set to commence shortly and the first fleet of buses is expected to be produced within 12 months. The new facility will comprise two state-of-the-art production lines and will be entirely carbon neutral from inception. The company has planned an investment of €100 million for the site over the next decade and is estimated to provide 7,000 direct and indirect jobs in the region. Phase one of the new development will see production of Switch’s new 12m bus designed for the European market. Phases two and three will add battery assembly capabilities and production of Switch’s zero carbon light commercial vehicles from 2024.",N. Anand,https://www.thehindu.com/business/switch-mobility-to-build-advanced-manufacturing-facility-in-spain/article65245728.ece
72,"March 21, 2022",20:55 IST,business,industry,Domestic air traffic grew by 20% in February," Domestic air traffic saw a growth of 20% in February compared with the previous month when there was a sharp decline on account of Omicron variant of COVID-19. India airlines ferried a total of 76.96 lakh passengers in February compared with 64.08 lakh passengers in January. Domestic air traffic was on the mend since July last year and saw a consistent rise till December growing almost fourfold in this time frame. But in January, all the gains were halved following new restrictions imposed by States in the wake of rising Omicron cases. Airlines also saw a significant improvement in average seat occupancy (or passenger load factor). SpiceJet saw an occupancy of 89.1%, Vistara 87.1%, GoFirst 87% and IndiGo 85%. This was an improvement of more than 20 percentage points for most carriers. IndiGo saw a slight depletion in its market share, which dropped from 55.5% in January to 51.3% in February. Vistara saw a noticeable increase in its market share, that increased from 7.5% to 9.7% during the same comparative period. Air India also saw its market share climb from 10.2% to 11.1%.",The Hindu Bureau,https://www.thehindu.com/news/national/domestic-air-traffic-grew-by-20-in-february/article65246678.ece
73,"March 21, 2022",19:39 IST,business,industry,TTK Healthcare to sell human pharma formulations unit for ₹805 crore,"  The board of TTK Healthcare Ltd. (TTKHC) has decided to hive off its human pharma division as a going concern on a slump-sale basis to BSV Pharma Pvt. Ltd. and Miransa Ltd. for ₹805 crore. On Monday, the board approved the recommendations of the audit committee, followed by the signing of definitive agreements with BSV Pharma Pvt. Ltd. (BSV) and Miransa Ltd. (an affiliate of Advent International). The company will receive 74% of the consideration by way of cash and by way of equity shares for the balance 26%, each immediately on transfer of the undertakingThe total value of the consideration is ₹805 crore, subject to adjustments for working capital and other customary adjustments as on the date of transfer. The core competence of TTKHC relates to various divisions other than human pharma formulations and it intends to invest in and expand those businesses, TTKHC said in a regulatory filing. TTKHC has several business divisions such as consumer products, personal products, foods, medical devices, animal welfare products, prescription-based human pharmaceuticals formulations. Therefore, the board has decided to hive-off the human pharma division for a consideration that is considered attractive and use the proceeds in such areas where core competency is present and for the benefit of all stakeholders. During FY21, the human pharma division had posted a revenue of about ₹160 crore (25% of total turnover of the company).",The Hindu Bureau,https://www.thehindu.com/business/Industry/ttk-healthcare-to-sell-human-pharma-formulations-unit-for-805-crore/article65245679.ece
74,"March 21, 2022",18:02 IST,business,industry,"Privatisation of IDBI Bank | Government holding roadshows to assess interest of investors, says MoS for Finance Bhagwat Karad","  The government is holding roadshows for IDBI Bank privatisation and will come out with Expression of Interest (EoI) after assessing investor interest, Minister of State for Finance Bhagwat Karad said on March 21. The Cabinet Committee on Economic Affairs had in May last year given in-principle approval for strategic disinvestment and transfer of management control in IDBI Bank. The government and the LIC together own more than 94% equity of IDBI Bank. However, the exact quantum of stake dilution is yet to be decided. In a written reply to the Lok Sabha, Mr. Karad said it is expected that the strategic buyer will infuse funds, bring new technology and best management practices in IDBI Bank and shall generate more business without dependence on the LIC and government for capital. LIC, currently having management control, has 49.24% stake, while the government holds 45.48% in the bank. Non-promoter shareholding stands at 5.29%. ""... roadshows are currently being held to assess the investors' interest before floating the EoI,"" Mr. Karad said. The Minister further said that while deciding the terms and conditions of the strategic sale, legitimate concerns of the existing employees and other stakeholders are suitably addressed through appropriate provisions made in the share purchase agreement. ",PTI,https://www.thehindu.com/business/privatisation-of-idbi-bank-government-holding-roadshows-to-assess-interest-of-investors-says-mos-for-finance-bhagwat-karad/article65245827.ece
